frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;3271.475020;3271.707114;3271.708695;784142;146318;146318;0;0;1829;1829;2341088;2341140;100.000;1481.624;1480.269;561.874;606.635;561.874;1.579;0.711;0.748;1.582;0.000;1.582;47.271;100.000;232.094;1.582;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;3271.509309;3271.737545;3271.739157;783406;144182;144182;0;0;1803;1803;2306912;2306964;100.000;1433.680;1431.047;553.671;597.796;553.671;1.605;0.635;0.674;30.462;28.850;1.612;41.779;5.292;228.236;-1.290;2.902;0.181;0;0;0;0;0;0;0;0
3;1;1;1;3271.542066;3271.768300;3271.769559;780200;141754;141754;0;0;1772;1772;2268064;2268116;100.000;1805.142;1802.175;544.348;587.714;544.348;1.255;0.410;0.445;30.401;29.143;1.259;35.359;4.140;226.234;-4.222;2.578;0.331;0;0;0;0;0;0;0;0
4;1;1;1;3271.575388;3271.808154;3271.809794;778467;139430;139430;0;0;1743;1743;2230880;2230932;100.000;1365.545;1360.327;535.424;578.080;535.424;1.635;0.853;0.896;40.235;38.595;1.640;54.650;4.076;232.766;2.680;6.520;0.718;0;0;0;0;0;0;0;0
5;1;1;1;3271.610018;3271.836011;3271.837294;776427;137802;137802;0;0;1723;1723;2204832;2204884;100.000;1726.043;1718.528;529.172;571.339;529.172;1.279;0.438;0.473;27.500;26.217;1.283;36.842;4.665;225.993;-3.153;5.476;1.015;0;0;0;0;0;0;0;0
6;1;1;1;3271.643839;3271.871316;3271.872853;774893;137230;137230;0;0;1716;1716;2195680;2195732;100.000;1433.582;1428.259;526.976;568.971;526.976;1.534;0.564;0.599;35.559;34.022;1.537;38.945;4.323;227.477;-0.927;1.972;1.075;0;0;0;0;0;0;0;0
7;1;1;1;3271.675003;3271.902476;3271.904005;775949;137590;137590;0;0;1720;1720;2201440;2201492;100.000;1445.134;1440.132;528.358;570.451;528.358;1.525;0.447;0.481;31.151;29.623;1.529;31.451;4.907;227.473;-3.109;2.173;1.144;0;0;0;0;0;0;0;0
8;1;1;1;3271.709769;3271.937068;3271.938122;775463;137746;137746;0;0;1722;1722;2203936;2203988;100.000;2100.804;2089.857;528.957;571.099;528.957;1.042;0.445;0.479;34.118;33.063;1.055;45.453;3.091;227.299;-2.325;1.258;1.151;0;0;0;0;0;0;0;0
9;1;1;1;3271.742539;3271.969326;3271.970367;775698;138024;138024;0;0;1726;1726;2208384;2208436;100.000;2133.472;2120.800;530.025;572.265;530.025;1.037;0.462;0.496;32.244;31.203;1.041;47.663;3.229;226.787;-3.414;1.076;1.146;0;0;0;0;0;0;0;0
10;1;1;1;3271.774995;3272.003134;3272.004551;778020;138278;138278;0;0;1729;1729;2212448;2212500;100.000;1562.586;1562.149;531.000;573.313;531.000;1.412;0.473;0.509;34.184;32.768;1.416;35.933;4.143;228.139;-2.563;0.476;1.104;0;0;0;0;0;0;0;0
11;1;1;1;3271.811035;3272.040212;3272.041890;778554;139114;139114;0;0;1739;1739;2225824;2225876;100.000;1330.068;1327.110;534.210;576.768;534.210;1.672;0.707;0.747;37.339;35.662;1.677;44.553;4.492;229.177;1.442;3.745;1.269;0;0;0;0;0;0;0;0
12;1;1;1;3271.842868;3272.069736;3272.071220;779986;140496;140496;0;0;1757;1757;2247936;2247988;100.000;1520.749;1514.492;539.517;582.516;539.517;1.481;0.448;0.483;29.331;27.846;1.484;32.543;5.061;226.868;-2.560;3.810;1.428;0;0;0;0;0;0;0;0
13;1;1;1;3271.876751;3272.104686;3272.105580;780926;142868;142868;0;0;1786;1786;2285888;2285940;100.000;2572.542;2555.161;548.626;592.334;548.626;0.891;0.498;0.534;34.360;33.466;0.895;59.714;2.604;227.934;-1.533;1.617;1.440;0;0;0;0;0;0;0;0
14;1;1;1;3271.909963;3272.136746;3272.138267;782770;144928;144928;0;0;1812;1812;2318848;2318900;100.000;1528.763;1524.962;556.536;600.881;556.536;1.516;0.476;0.512;32.686;31.166;1.521;33.677;4.652;226.783;-2.181;1.273;1.429;0;0;0;0;0;0;0;0
15;1;1;1;3271.943639;3272.170044;3272.171203;784474;146044;146044;0;0;1826;1826;2336704;2336756;100.000;2017.591;2016.366;560.821;605.509;560.821;1.155;0.582;0.626;32.936;31.777;1.159;54.002;3.519;226.405;-2.578;0.036;1.342;0;0;0;0;0;0;0;0
16;1;1;1;3271.976401;3272.202849;3272.204020;785193;145822;145822;0;0;1823;1823;2333152;2333204;100.000;2002.938;1992.312;559.969;604.584;559.969;1.167;0.458;0.495;32.818;31.647;1.171;42.230;3.569;226.448;-3.094;0.528;1.291;0;0;0;0;0;0;0;0
17;1;1;1;3272.009708;3272.236003;3272.237451;782720;144126;144126;0;0;1802;1802;2306016;2306068;100.000;1595.436;1592.074;553.456;597.557;553.456;1.445;0.483;0.525;33.431;31.982;1.448;36.218;4.333;226.295;-2.996;0.180;1.222;0;0;0;0;0;0;0;0
18;1;1;1;3272.044177;3272.270579;3272.271479;781613;141930;141930;0;0;1775;1775;2270880;2270932;100.000;2530.439;2521.860;545.024;588.463;545.024;0.896;0.473;0.508;34.028;33.128;0.900;56.393;2.646;226.402;-2.301;1.243;1.223;0;0;0;0;0;0;0;0
19;1;1;1;3272.076258;3272.300881;3272.302120;780006;139740;139740;0;0;1747;1747;2235840;2235892;100.000;1811.577;1804.776;536.614;579.368;536.614;1.235;0.458;0.498;30.640;29.401;1.239;40.191;4.043;224.622;-4.994;3.032;1.336;0;0;0;0;0;0;0;0
